Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Derrick Walton\waltode01,PG,24,TOT,26,1,248,3.4,7.5,0.462,1.9,4.6,0.417,1.5,2.9,0.533,1.3,1.7,0.778,0.4,2.7,3.1,5.2,1.3,0,1,4,10.1,,131,112
Derrick Walton\waltode01,PG,24,LAC,23,1,222,3.6,7.7,0.472,1.9,4.5,0.429,1.7,3.2,0.533,1.5,1.9,0.778,0.4,2.8,3.2,4.7,0.9,0,0.9,4,10.6,,133,113
Derrick Walton\waltode01,PG,24,DET,3,0,26,1.9,5.7,0.333,1.9,5.7,0.333,0,0,,0,0,,0,1.9,1.9,9.5,5.7,0,1.9,3.8,5.7,,117,107
Brad Wanamaker\wanambr01,PG,30,BOS,71,1,1369,5.7,12.8,0.448,1.3,3.6,0.363,4.4,9.2,0.481,4.4,4.8,0.926,0.8,4.3,5.1,6.3,2.2,0.5,2.7,4.7,17.2,,115,109
T.J. Warren\warretj01,SF,26,IND,67,67,2202,11.8,22,0.536,2,5,0.403,9.8,17,0.575,3.7,4.5,0.819,1.5,4.7,6.2,2.2,1.7,0.7,1.9,4.1,29.2,,116,110
P.J. Washington\washipj01,PF,21,CHO,58,57,1759,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9,3.5,1.5,1.3,2.6,4.5,20.2,,105,112
Yuta Watanabe\watanyu01,SF,25,MEM,18,0,105,6.7,15.1,0.441,1.3,3.6,0.375,5.3,11.6,0.462,1.3,3.6,0.375,3.1,5.8,8.9,2.2,2.2,0.4,0.9,4,16,,105,110
Tremont Waters\watertr01,PG,22,BOS,11,1,119,5.7,19.9,0.286,1.6,9.7,0.167,4.1,10.1,0.4,3.2,3.2,1,0,4.9,4.9,6.5,4.1,0.8,6.1,5.3,16.2,,73,103
Paul Watson\watsopa01,SF,25,TOT,10,0,87,5.4,14.2,0.385,2.2,6.5,0.333,3.3,7.6,0.429,3.8,4.9,0.778,1.1,8.2,9.3,4.4,2.2,0.5,1.6,2.7,16.9,,106,106
Paul Watson\watsopa01,SF,25,ATL,2,0,17,0,19.2,0,0,8.2,0,0,11,0,0,0,,0,5.5,5.5,8.2,2.7,0,0,2.7,0,,27,114
Paul Watson\watsopa01,SF,25,TOR,8,0,70,6.8,12.9,0.526,2.7,6.1,0.444,4.1,6.8,0.6,4.8,6.1,0.778,1.4,8.8,10.2,3.4,2,0.7,2,2.7,21.1,,127,104
Quinndary Weatherspoon\weathqu01,SG,23,SAS,11,0,78,3.1,10.4,0.294,0.6,3.1,0.2,2.5,7.4,0.333,0.6,1.2,0.5,0.6,3.7,4.3,6.7,1.8,0.6,3.1,4.9,7.4,,77,115
Russell Westbrook\westbru01,PG,31,HOU,57,57,2049,13.6,28.9,0.472,1.2,4.8,0.258,12.4,24.1,0.514,6.5,8.6,0.763,2.3,7.9,10.2,9.1,2.1,0.5,5.8,4.5,35.1,,106,109
Coby White\whiteco01,PG,19,CHI,65,1,1674,9,22.8,0.394,3.8,10.8,0.354,5.2,12,0.43,2.9,3.7,0.791,0.8,5.8,6.6,5,1.4,0.2,3.1,3.4,24.7,,100,112
Derrick White\whitede01,SG,25,SAS,68,20,1677,7.2,15.7,0.458,2.3,6.2,0.366,5,9.6,0.518,5.1,6,0.853,1,5.4,6.4,6.9,1.3,1.7,2.5,4.3,21.8,,118,114
Hassan Whiteside\whiteha01,C,30,POR,67,61,2008,10.3,16.7,0.621,0.1,0.2,0.571,10.3,16.5,0.622,3.9,5.7,0.686,6.1,15.4,21.5,1.9,0.6,4.7,2.8,4.7,24.7,,125,107
Andrew Wiggins\wiggian01,SF,24,TOT,54,54,1858,11,24.6,0.447,2.8,8.4,0.332,8.2,16.2,0.506,4.8,6.7,0.709,1.7,5.2,6.9,5,1.1,1.3,3.3,3.2,29.6,,105,114
Andrew Wiggins\wiggian01,SF,24,MIN,42,42,1455,11.2,25.2,0.444,2.9,8.8,0.331,8.3,16.4,0.505,4.8,6.6,0.72,1.5,5.5,7,4.9,0.9,1.1,3.4,3.2,30.1,,104,115
Andrew Wiggins\wiggian01,SF,24,GSW,12,12,403,10.2,22.3,0.457,2.4,7,0.339,7.8,15.3,0.512,4.9,7.2,0.672,2.1,4.4,6.5,5.1,1.9,2,3,3.1,27.7,,106,113
Grant Williams\willigr01,PF,21,BOS,69,5,1043,4,9.8,0.412,1.1,4.4,0.25,2.9,5.3,0.548,1.8,2.5,0.722,2.7,5.5,8.2,3.1,1.4,1.7,2.3,7.5,11,,104,108
Johnathan Williams\willijo04,PF,24,WAS,15,6,180,4.9,8.8,0.559,0,0.5,0,4.9,8.3,0.594,1.8,3.4,0.538,6.2,10.4,16.6,2.1,0.3,2.1,1.3,4.2,11.7,,126,115
Kenrich Williams\willike04,PF,25,NOP,39,18,832,2.8,8.2,0.347,1.4,5.4,0.258,1.4,2.8,0.52,0.5,1.4,0.346,2.8,7.5,10.3,3.2,1.5,1.2,1.2,4.9,7.6,,103,111
Lou Williams\willilo02,PG,33,LAC,65,8,1864,9.9,23.7,0.418,2.8,8,0.352,7.1,15.7,0.451,7.4,8.6,0.861,0.8,4.3,5.1,9.3,1.1,0.3,4.6,2,30.1,,109,111
Marvin Williams\willima02,PF,33,TOT,58,1,1129,5.1,11.5,0.446,2.4,6.7,0.359,2.7,4.8,0.568,2.1,2.5,0.86,1.3,6.6,7.9,2.6,1.6,1.3,1.4,4.4,14.8,,116,110
Marvin Williams\willima02,PF,33,CHO,41,1,808,5.8,13,0.448,2.7,7.3,0.376,3.1,5.8,0.538,2.7,3.1,0.86,0.9,5.8,6.8,2.5,1.6,1.4,1.6,4.4,17.1,,115,113
Marvin Williams\willima02,PF,33,MIL,17,0,321,3.6,8.1,0.439,1.7,5.5,0.308,1.8,2.6,0.722,0.9,1,0.857,2.1,8.4,10.5,2.7,1.4,1.1,1.1,4.6,9.7,,119,103
Robert Williams\williro04,C,22,BOS,29,1,388,8,10.9,0.727,0,0,,8,10.9,0.727,2.7,4.2,0.647,5,10.9,15.9,3.4,2.7,4.4,2.6,6.3,18.7,,134,98
Nigel Williams-Goss\willini01,PG,25,UTA,10,0,50,4.9,15.6,0.313,1.9,6.8,0.286,2.9,8.8,0.333,1.9,1.9,1,1.9,3.9,5.8,5.8,2.9,1,2.9,5.8,13.6,,92,108
Zion Williamson\willizi01,PF,19,NOP,24,24,668,14.5,24.9,0.583,0.4,1,0.429,14.1,24,0.59,7.9,12.3,0.64,4.4,6,10.4,3.5,1.1,0.6,4.1,2.9,37.4,,115,114
D.J. Wilson\wilsodj01,PF,23,MIL,37,1,363,6.5,16.6,0.394,2.3,9.2,0.247,4.3,7.4,0.576,1.4,2.3,0.611,1.5,10.1,11.6,3.1,0.4,0.6,2.4,4.2,16.7,,94,105
Justise Winslow\winslju01,SG,23,MIA,11,5,352,6.9,17.9,0.388,0.8,3.7,0.222,6.1,14.1,0.431,2.5,3.7,0.667,2.2,7.9,10.1,6.1,1,0.7,3.3,5.3,17.2,,93,111
Christian Wood\woodch01,PF,24,DET,62,12,1325,10.7,18.9,0.567,2,5.2,0.386,8.7,13.7,0.636,6.7,9,0.744,3.9,10.6,14.5,2.2,1.3,2,3.1,3.6,30.1,,123,110
Delon Wright\wrighde01,PG,27,DAL,73,5,1570,5.8,12.7,0.462,1.4,3.9,0.37,4.4,8.7,0.504,2.4,3.1,0.77,2.2,6.5,8.6,7.5,2.6,0.7,2.2,2.9,15.5,,120,110
Justin Wright-Foreman\wrighju02,PG,22,UTA,4,0,45,7.6,21.6,0.35,2.2,10.8,0.2,5.4,10.8,0.5,3.2,4.3,0.75,0,5.4,5.4,7.6,2.2,0,3.2,5.4,20.5,,93,110
Thaddeus Young\youngth01,PF,31,CHI,64,16,1591,8.1,18.2,0.448,2.4,6.7,0.356,5.8,11.5,0.501,1.3,2.2,0.583,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20,,101,108
Trae Young\youngtr01,PG,21,ATL,60,60,2120,12,27.5,0.437,4.5,12.5,0.361,7.5,15,0.501,10.6,12.3,0.86,0.7,4.9,5.6,12.3,1.4,0.2,6.4,2.3,39.1,,114,117
Cody Zeller\zelleco01,C,27,CHO,58,39,1341,9.4,17.9,0.524,0.7,2.8,0.24,8.7,15.1,0.577,4.6,6.7,0.682,6,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24,,116,111
Tyler Zeller\zellety01,C,30,SAS,2,0,4,11.9,47.8,0.25,0,0,,11.9,47.8,0.25,0,0,,35.8,11.9,47.8,0,0,0,0,0,23.9,,95,116
Ante Žiži?\zizican01,C,23,CLE,22,0,221,9,15.9,0.569,0,0,,9,15.9,0.569,3.1,4.2,0.737,4,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1,,116,113
Ivica Zubac\zubaciv01,C,22,LAC,72,70,1326,8.4,13.7,0.613,0,0.1,0,8.4,13.7,0.616,4.4,5.9,0.747,7,12.3,19.4,2.9,0.6,2.4,2.2,6,21.2,,134,105
